Sample_Name_unif	Sample_Name	species	total_reads	mapped_reads	mapping_efficiency	informative_reads	CpG_meth	avg_meth	CpG_measurements	coveredCpGs	conversionRate	k1_unmeth	k3_meth	totalMeasurements_k1	totalMeasurements_k3	total_reads_untrimmed	[CT]GG	CGG	TGG	[CT]GA	CGA	TGA	others	all_bases_Mio	As	Ts	Cs	Gs	Ns	perc_As	perc_Ts	perc_Cs	perc_Gs	perc_Ns	fragments_ref	fragments_uncovered	fragments_uncovered_perc	max_cont_sp	max_cont	cont	cont_rat	blast_count1	blast_species1	blast_count2	blast_species2	PDR_summ	N_sites	informative_reads_cphpg	CpG_meth_cphpg	avg_meth_cphpg	CpG_measurements_cphpg	coveredCpGs_cphpg	informative_reads_cphph	CpG_meth_cphph	avg_meth_cphph	CpG_measurements_cphph	coveredCpGs_cphph	mean_overlap	min_overlap	max_overlap	conversion_type	res_mapRate_nonMotifReads	min_overlap_perc	max_overlap_perc	PDR_mean	V1	Fortlaufende Nr	Patho-Nr	English	Tierart	scientific_name	sex	age	Entnahme	Tissue	Well_y	Well_x	DNA (ng/µl)	Volume (µl)	DNA prep date	comment	Box	RRBS-status	Experiment ID	pre-BC_CT	Enrichment cycles	Pool	Adapter	FlowCell	lane	renamed	Experiment_new lib prep	pre-BC CT_uc	Adapter_uc	unconverted	renamed_uc	Experiment_unconverted	enrichtment_uc	Flowcell_uc	lane_uc	abbreviation_sp	replicate
ACT_2_L	ACT_2_L	ACT	24035085	17164084	71.41	16477423	86.6368563705	69.9741058378	52435371	2279130	99.014147511	0.009352	0.985288	62765	25285	24346101	18268092	66.47	8.57	162376	0.14	0.53	24.3	1241.651151	343324042	534131718	52229340	311830087	135964	27.65	43.02	4.21	25.11	0.01	1303590	605981	46.49	|NZ_LMIE01000020.1|	10363	309876	0.0127281959467558	2	Cyprinus carpio	1	Salmo salar	209740	897489	13526946	1.98640603355	1.12747602825	36445919	1169396	14552771	1.8096723452	0.936723837194	90161899	3142885	1360599.33333333	1166009	1657184	converted	-3.03348809129029	51.1602672949766	72.7112538556379	0.23369645756104	2489	4656	Z/605/16	Asian common toad	Schwarznarbenkröte	Duttaphrynus melanostictus	f	adult	16.06.2016	Liver	F	3	102,2	100	04.05.2017	NA	20	prepped	AK46	9.73	11	1	TruSeq LT Index 5	356	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ACT	2
AC_1_H	AC_1_H	AC	23873648	20882829	87.47	20601862	32.575331249	35.7221202989	64631925	3052963	99.1583364877	0.017448	0.984117	917	260774	25901560	12332062	21.38	26.23	9716019	17.49	20.02	14.88	1320.97956	343393185	555269213	50931771	371194858	190533	26	42.03	3.86	28.1	0.01	1121481	355542	31.7	|NZ_CBRG010000178.1|	80833	2015234	0.0778414157782799	55	Serinus canaria	8	Carduelis spinus	196769	1951714	18792530	0.916246025974	0.872106281419	57160923	2992093	19894299	0.854723327958	0.837342989527	138527463	6346850	1862890.66666667	1629299	2116778	converted	1.66170093578838	53.3677938448648	69.335199935276	0.100818562555784	701	3895	AC/668/15	Atlantic canary	Wildkanarienvogel	Serinus	m	adult	29.07.2015	Heart	G	12	4,3	100	02.06.2016	NA	9	prepped	AK23	7.06	9	3	TruSeq LT Index 12	247	5	NA	NA	NA	NA	AC_1_H_uc	NA	AK_uc_28	7	391	2	AC	1
AC_1_H	AC_1_H_uc	AC	17836057	15427836	86.5	15339272	97.5665867112	83.4754761634	49423058	2860163	11.0181872572	0.997072	0.997235	683	1085	18108993	10176440	56.09	0.11	6661049	36.68	0.1	7.02	923.558643	210588174	203436945	250133844	259369624	30056	22.8	22.03	27.08	28.08	0	1121481	447394	39.89	|NZ_LMIE01000020.1|	24801	270955	0.0149639130316406	42	Serinus canaria	15	Carduelis spinus	102570	1954031	14569448	99.1686059314	91.6501002224	49045427	3017547	15262683	98.6244109477	88.1385589081	127345201	6362142	NA	NA	NA	unconverted	-4.58205194208883	NA	NA	0.0524914906672412	701	3895	AC/668/15	Atlantic canary	Wildkanarienvogel	Serinus	m	adult	29.07.2015	Heart	G	12	4,3	100	02.06.2016	NA	9	prepped	AK23	7.06	9	3	TruSeq LT Index 12	247	5	NA	NA	NA	NA	AC_1_H_uc	NA	AK_uc_28	7	391	2	AC	1
AC_1_L	AC_1_L	AC	16908462	7152927	42.3	6888819	33.8621413759	45.4729630581	25255482	2395154	96.9229616082	0.016839	0.98414	1544	702443	18430355	6957466	19.87	17.88	202132	0.26	0.84	61.15	939.948105	262990535	401661836	35753278	239407907	134549	27.98	42.73	3.8	25.47	0.01	1121481	530257	47.28	|NZ_CBRG010000178.1|	57549	1507764	0.0818698348229315	21	Serinus canaria	8	Zonotrichia albicollis	220664	1590174	6076505	1.23726613975	2.4545995253	19227332	2167084	6274212	1.07238376887	3.44279150896	38573059	4369260	1790683.66666667	1535844	2116778	converted	2.43951839509358	64.1229749736343	88.377532300637	0.138767204092131	793	3895	AC/668/15	Atlantic canary	Wildkanarienvogel	Serinus	m	adult	29.07.2015	Liver	G	9	21,8	100	28.06.2016	NA	10	prepped	AK25	9.54	9	8	TruSeq LT Index 22	254	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AC	1
AC_2_L	AC_2_L	AC	13606548	7465533	54.87	6960690	38.9234470508	57.8694443128	23845610	2151955	98.2361669126	0.026971	0.984689	482	409113	14578546	7354949	31.18	19.28	122239	0.19	0.65	48.71	743.505846	199072311	322675718	27880365	193841598	35854	26.77	43.4	3.75	26.07	0	1121481	556860	49.65	|NC_016845.1|	45019	970356	0.0665679764015976	11	Serinus canaria	7	Corvus cornix cornix	218009	1437008	6401047	1.33244822499	1.85289071504	19676066	1953551	6644303	1.14387280467	1.750258182	41937470	3934031	1687046	1499114	1842595	converted	2.53144227664784	69.6628879321361	85.6242347075102	0.151710359302105	1027	3772	AC/431/15	Atlantic canary	Wildkanarienvogel	Serinus	f	adult	08.06.2015	Liver	A	11	76,0	100	07.09.2016	NA	12	prepped	AK28	9.77	9	7	TruSeq LT Index 19	262	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AC	2
AC_2_LU	AC_2_LU	AC	16507747	5361942	32.48	4888428	38.7930060356	58.7455251152	16103487	1926122	98.1565804205	0.021739	0.984926	414	311521	17264268	4715878	17.05	10.26	102675	0.21	0.39	72.09	880.477668	266591417	388532197	21989556	203315080	49418	30.28	44.13	2.5	23.09	0.01	1121481	612570	54.62	|NZ_CBRG010000178.1|	27173	755192	0.0437463947363817	11	Zonotrichia albicollis	10	Taeniopygia guttata	238687	1270688	4484221	1.25673339297	1.89482290504	13820975	1739086	4659130	1.09801700645	1.84942853666	29812236	3461364	1554752.33333333	1499114	1629299	converted	3.23147799002252	77.8306877757484	84.5896054351697	0.187840760281045	1028	3772	AC/431/15	Atlantic canary	Wildkanarienvogel	Serinus	f	adult	08.06.2015	Lung	A	12	18,8	100	07.09.2016	NA	12	prepped	AK28	8.74	9	7	TruSeq LT Index 20	262	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AC	2
AFB_1_H	AFB_1_H	AFB	13813158	12298312	89.03	11910288	44.6543202829	37.0797011749	30479237	2105252	98.3611159934	0	0.983652	64	81783	15961613	5764865	10.92	25.2	8026268	25.42	24.86	13.6	814.042263	222430752	346868010	31591266	213093614	58621	27.32	42.61	3.88	26.18	0.01	1767480	1022594	57.86	|NC_010554.1|	224478	2146317	0.134485320927255	27	Serinus canaria	9	Apteryx australis mantelli	352243	880978	7064347	4.35482401836	1.63974800017	15916836	569073	9299546	4.58726872241	1.65257281001	40426479	1142586	1256638	960247	1465560	converted	1.85969083452062	45.6119742434635	69.6144689566855	0.399831777865055	1490	2190	CB/335/13	Asian fairy-bluebird	Elfenblauvogel	Irena puella	m	adult	17.06.2013	Heart	A	11	7,6	100	14.10.2016	NA	16	prepped	AK32	7.2	10	3	TruSeq LT Index 6	278	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AFB	1
AFB_1_L	AFB_1_L	AFB	22650945	17887510	78.97	17364204	47.8116481245	52.5889646258	60197578	2530504	97.3410803501	0.012919	0.983964	3251	640167	24810859	18902739	41.89	34.29	229490	0.15	0.77	22.89	1265.353809	293620830	507951219	63665744	400023332	92684	23.2	40.14	5.03	31.61	0.01	1767480	952372	53.88	|NZ_CBRG010000178.1|	82562	2143663	0.0864567309200854	6	Pseudopodoces humilis	5	Taeniopygia guttata	248620	1284412	11303462	4.12667463992	2.80912453527	26589672	777495	12965144	3.96307347741	2.59884441692	48459692	1424732	1525490.2	1106738	1859966	converted	1.31521861300698	43.7358723795734	73.5018004318507	0.193567173150048	1491	2190	CB/335/13	Asian fairy-bluebird	Elfenblauvogel	Irena puella	m	adult	17.06.2013	Liver	A	12	91,8	100	14.10.2016	column damaged	16	prepped	AK32	8.55	10	3	TruSeq LT Index 7	278	4	NA	NA	NA	NA	AFB_1_L_uc	NA	AK_uc_34	7	425	2	AFB	1
AFB_1_L	AFB_1_L_uc	AFB	19939807	11992296	60.14	11973720	89.1987392158	62.0686823161	48460742	196152	30.1107616701	0.995668	0.991778	2539	6203	20563078	19429078	94.39	0.09	273335	1.2	0.13	4.19	1048.716978	248048138	259021740	260321800	281232381	92919	23.65	24.7	24.82	26.82	0.01	1767480	1715354	97.05	|NZ_LMIE01000020.1|	55963	606872	0.0295338512045223	8	Oryzias latipes	8	Stegastes partitus	9006	101948	11679816	96.3635304576	73.7236862703	36878609	207305	11909676	92.644979759	68.4920371769	120538469	539046	NA	NA	NA	unconverted	-25.2224988849241	NA	NA	0.0883391532938361	1491	2190	CB/335/13	Asian fairy-bluebird	Elfenblauvogel	Irena puella	m	adult	17.06.2013	Liver	A	12	91,8	100	14.10.2016	column damaged	16	prepped	AK32	8.55	10	3	TruSeq LT Index 7	278	4	NA	NA	NA	NA	AFB_1_L_uc	NA	AK_uc_34	7	425	2	AFB	1
AFB_2_H	AFB_2_H	AFB	22097118	18296566	82.8	17667322	35.9940203751	32.583027933	48977523	1906354	98.4849526607	0.017092	0.983613	8542	108378	23411699	7809226	6.49	26.87	12310657	27.05	25.54	14.06	1193.996649	319900028	519456084	34764646	319743881	132010	26.79	43.51	2.91	26.78	0.01	1767480	1115339	63.1	|NZ_JQAK01000007.1|	66014	1294308	0.0553324922287891	32	Serinus canaria	9	Corvus cornix cornix	324947	866313	10999323	3.76425220274	1.59457175665	26115852	603065	13960092	3.9371911241	1.49203016053	64189185	1173471	1203064.2	1070229	1370611	converted	-2.22031529292576	56.1400977992545	71.8969824072549	0.375091912507373	1558	3611	Z/201/15	Asian fairy-bluebird	Elfenblauvogel	Irena puella	f	adult	26.03.2015	Heart	G	7	7,2	100	14.10.2016	NA	16	prepped	AK33	12.69	12	3	TruSeq LT Index 2	285	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AFB	2
AFB_2_L	AFB_2_L	AFB	19340783	16619762	85.93	16210643	46.6003836777	54.4180444978	59296879	2047912	98.0519761742	0.018876	0.983723	43654	115129	20436942	17910304	51.93	35.71	91068	0.12	0.33	11.92	1042.284042	234175525	405118881	52390625	350481544	117467	22.47	38.87	5.03	33.63	0.01	1767480	1145210	64.79	|NZ_LMIE01000020.1|	59968	1092290	0.0534569224191664	7	Corvus cornix cornix	7	Pseudopodoces humilis	288426	1099507	10890359	3.75677424275	2.13913570709	26946397	690368	12137326	3.41355172526	1.847431189	46355123	1236255	1341954.6	960247	1735841	converted	-1.52027957955107	46.8890753118298	84.7615034239752	0.262323022954833	1559	3611	Z/201/15	Asian fairy-bluebird	Elfenblauvogel	Irena puella	f	adult	26.03.2015	Liver	G	8	77,7	100	14.10.2016	NA	16	prepped	AK33	9.84	12	3	TruSeq LT Index 3	285	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AFB	2
AFB_3_H	AFB_3_H	AFB	12712593	10134329	79.72	9850505	44.7989037328	42.9170022408	28107301	2518736	98.0587738074	0.014458	0.984307	415	169436	14083749	6121691	19.7	23.76	4810439	17.73	16.43	22.38	859.108689	233882652	353903584	35959213	235304463	58777	27.22	41.19	4.19	27.39	0.01	1767480	796432	45.06	|NZ_CBRG010000178.1|	54693	1369878	0.0972754000345536	15	Serinus canaria	9	Ficedula albicollis	374672	1173337	6071058	3.78908979147	2.00774112328	13694395	724804	7575349	3.93194549514	1.92719757705	31060697	1359664	1561653.6	1370611	1974909	converted	1.48492424049175	54.4166200824541	78.4087335870055	0.319321729392323	637	995	Z/596/11	Asian fairy-bluebird	Elfenblauvogel	Irena puella	m	juvenil	26.07.2011	Heart	B	8	6,4	100	02.06.2016	NA	9	prepped	AK22	7.84	9	1	TruSeq LT Index 9	244	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AFB	3
AFB_3_L	AFB_3_L	AFB	17513866	9881755	56.42	9468105	47.4662720561	46.9452325005	30196668	2563469	97.7796466664	0.008219	0.984039	365	237709	18837270	9412493	26.05	23.92	1072429	2.93	2.77	44.34	960.70077	260750343	402033735	33701697	263556414	658581	27.14	41.85	3.51	27.43	0.07	1767480	915776	51.81	|NZ_CBRG010000178.1|	50793	1317997	0.0699746524473743	7	Serinus canaria	6	Apteryx australis mantelli	360834	1236188	6131767	3.30535171718	2.09224236627	13933424	757762	7120432	3.36410299909	2.30899963273	27638939	1404774	1604152.6	1270464	1974909	converted	0.53740115370178	49.5603418648714	77.0404869339165	0.291892495316246	731	995	Z/596/11	Asian fairy-bluebird	Elfenblauvogel	Irena puella	m	juvenil	26.07.2011	Liver	B	7	14,3	100	28.06.2016	NA	10	prepped	AK24	8.53	9	11	TruSeq LT Index 14	250	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AFB	3
AFC_1_CF	AFC_1_CF	AFC	11864464	10640898	89.69	10535941	75.4088040502	69.7112075954	28863640	1234701	98.9187572298	0.00937	0.984749	15475	107142	12006451	10531554	68	19.72	304817	1.65	0.89	9.75	612.329001	166993516	255369535	23789758	166121641	54551	27.27	41.7	3.89	27.13	0.01	739155	358943	48.56	|NZ_LMIE01000020.1|	12733	138557	0.0115433971063736	6	Oryzias latipes	4	Cyprinus carpio	89972	497589	9009820	1.55768297519	1.13341602046	24556826	958185	9605609	1.56263802553	1.06564521123	56417276	2231579	911422.5	855488	967357	converted	-0.395979797464468	69.2870581622595	78.3474703592206	0.180815894242035	2143	E24813	S23199	African coris	NA	Coris gaimard	NA	juvenile	15.01.2016	Fin	D	5	34,8	100	NA	NA	NWU4	prepped	AK39	10.51	13	5	TruSeq LT Index 14	315	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AFC	1
AFC_1_DF	AFC_1_DF	AFC	21992173	19514229	88.73	18452021	74.3094130064	69.7406404336	50482734	1478170	99.0193462675	0.007604	0.984843	24988	127001	22294972	16619831	58.71	15.84	507247	1.64	0.63	23.18	1137.043572	305198197	471768554	47066860	308957154	4052807	26.84	41.49	4.14	27.17	0.36	739155	291884	39.49	|NZ_LMIE01000020.1|	25413	297881	0.0133638162028325	11	Oryzias latipes	7	Danio rerio	73900	612740	17197275	1.34840306596	1.04085155622	47834775	1229095	18230218	1.30776226189	0.960578631711	109168991	2923474	1073297	967357	1179237	converted	8.42164176393178	65.4428786946021	79.7768186338513	0.120605803440285	2142	E24814	S23199	African coris	NA	Coris gaimard	NA	juvenile	15.01.2016	Fin	D	4	51,1	100	NA	NA	NWU4	prepped	AK39	11.12	11	2	TruSeq LT Index 13	313	8	NA	NA	NA	NA	AFC_1_DF_uc	NA	AK_uc_29	9	391	3	AFC	1
AFC_1_DF	AFC_1_DF_uc	AFC	12182292	10798181	88.64	10751046	95.8305800215	91.5093363941	31173170	1173282	4.1346797929	0.997386	0.993348	29845	451	12403224	11483367	92.39	0.19	322495	2.32	0.28	4.82	632.564424	151705565	150081650	159410626	171349751	16832	23.98	23.73	25.2	27.09	0	739155	399065	53.99	|NZ_LMIE01000020.1|	21781	219824	0.0177247172982417	8	Oryzias latipes	7	Cyprinus carpio	65420	519270	10240859	98.7645821258	97.1813947384	31546560	1280293	10667335	97.836087346	95.4463830404	73346727	3029794	NA	NA	NA	unconverted	-4.62447834896001	NA	NA	0.125984555241011	2142	E24814	S23199	African coris	NA	Coris gaimard	NA	juvenile	15.01.2016	Fin	D	4	51,1	100	NA	NA	NWU4	prepped	AK39	11.12	11	2	TruSeq LT Index 13	313	8	NA	NA	NA	NA	AFC_1_DF_uc	NA	AK_uc_29	9	391	3	AFC	1
AFC_1_M	AFC_1_M	AFC	13954721	12245686	87.75	12139218	73.0047428369	69.9790468556	32275824	1284247	98.9907643878	0.014915	0.985327	7509	94527	14108771	12058885	66.1	19.37	1567478	8.92	2.19	3.42	719.547321	200968526	297280652	28197616	193019202	81325	27.93	41.31	3.92	26.83	0.01	739155	355001	48.03	|NZ_KB235958.1|	11454	152731	0.0108262333234001	6	Oryzias latipes	5	Danio rerio	95519	526532	10290007	1.23502622692	1.06064802567	27522891	1078721	11086972	1.22170106666	0.990532046631	64636778	2522576	1017362.5	855488	1179237	converted	-6.24375287787721	66.6139769063116	91.8232240371206	0.181411576124528	2141	E24816	S23199	African coris	NA	Coris gaimard	NA	juvenile	15.01.2016	Muscle	D	3	10,7	100	NA	NA	NWU4	prepped	AK39	9.97	12	3	TruSeq LT Index 12	315	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AFC	1
AFP_1_G	AFP_1_G	AFP	22627170	21209868	93.74	20992232	61.6666391321	57.5801423541	61512387	1142531	98.7426016293	0.01252	0.983415	7987	861006	24989731	21540149	62.62	23.58	415580	1.02	0.64	12.14	1274.476281	328650913	531630480	66857626	347194800	142462	25.79	41.71	5.25	27.24	0.01	808260	442288	54.72	|NZ_CBRG010000178.1|	93670	2336764	0.093600263757494	9	Oryzias latipes	6	Cyprinus carpio	50194	446170	18929374	1.10741372449	1.32176157608	48678749	1089097	19891874	1.10928726369	1.2476341266	129577411	2632400	1075532	1075532	1075532	converted	4.1577878733769	94.1359140364682	94.1359140364682	0.11249971983773	871	E00120	S00435	African pompano	NA	Alectis ciliaris	m	NA	NA	Gills	D	11	29,4	22	NA	NA	NWU1	prepped	AK21	10.2	10	7	TruSeq LT Index 7	243	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AFP	1
AFP_1_GO	AFP_1_GO	AFP	21489038	20886469	97.2	20641928	75.879176795	47.0540051975	59713123	1767262	98.7800986261	0.012943	0.983654	8267	876121	23252240	19791096	49.66	35.46	1250107	4.35	1.03	9.51	1185.86424	301634105	507673334	50591122	325415872	549807	25.44	42.81	4.27	27.44	0.05	808260	223000	27.59	|NZ_CBRG010000178.1|	65890	1749324	0.0752771020421705	8	Danio rerio	6	Oryzias latipes	54801	651403	18487686	1.49948470019	1.34941096184	49693979	1369105	19435647	1.53363437913	1.17452444737	128703579	3345530	1075532	1075532	1075532	converted	4.74468650176174	60.8586615906413	60.8586615906413	0.0841276444842901	872	E00122	S00435	African pompano	NA	Alectis ciliaris	m	NA	NA	Gonad	D	12	44,8	22	NA	NA	NWU1	prepped	AK21	10.61	11	8	TruSeq LT Index 8	243	8	NA	NA	NA	NA	AFP_1_GO_uc	NA	AK_uc_27	9	391	1	AFP	1
AFP_1_GO	AFP_1_GO_uc	AFP	20175848	18977741	94.06	18928943	96.301977506	84.9322704384	57337371	1186931	9.27254922443	0.997783	0.995008	4962	4407	20560805	19230382	93.43	0.1	976555	4.62	0.13	1.72	1048.601055	245298993	253770903	265666355	283551207	313597	23.39	24.2	25.34	27.04	0.03	808260	442513	54.75	|NZ_LMIE01000020.1|	70510	378905	0.0184324356772914	9	Oryzias latipes	8	Larimichthys crocea	51804	487907	18203072	98.945771594	93.5359412135	52415829	1370503	18762457	98.2107356576	89.9437201664	143238874	3337717	NA	NA	NA	unconverted	-2.98399061660723	NA	NA	0.106175972060249	872	E00122	S00435	African pompano	NA	Alectis ciliaris	m	NA	NA	Gonad	D	12	44,8	22	NA	NA	NWU1	prepped	AK21	10.61	11	8	TruSeq LT Index 8	243	8	NA	NA	NA	NA	AFP_1_GO_uc	NA	AK_uc_27	9	391	1	AFP	1
AGH_1_H	AGH_1_H	AGH	30233908	29054812	96.1	28738898	51.520007772	47.0149527388	104963179	6941757	99.1081615855	0.008067	0.985041	40905	72465	31272436	28495264	51.21	39.91	970954	1.99	1.11	5.78	1594.894236	331893333	661191672	68435614	533042743	330874	20.81	41.46	4.29	33.42	0.02	2182195	469011	21.49	|NZ_LMIE01000020.1|	38781	1032258	0.0330147407556164	14	Apteryx australis mantelli	5	Aquila chrysaetos canadensis	519445	4424098	26459389	1.40158434164	0.929016989038	91464097	5796710	26843543	1.52303229313	0.876936512289	170793778	11651297	2990812	2990812	2990812	converted	1.32936074863071	43.0843661050077	43.0843661050077	0.117412634168592	1616	287	Z/251/10	African grey hornbill	Grautoko	Tockus nasutus	m	adult	20.05.2010	Heart	D	5	18,9	100	16.11.2016	NA	17	prepped	AK34	9.86	9	5	TruSeq LT Index 19	292	3	NA	NA	NA	NA	AGH_1_H_uc	NA	AK_uc_18	6	362	8	AGH	1
AGH_1_H	AGH_1_H_uc	AGH	32263034	30166859	93.5	29688971	97.0242426339	94.0064780565	110328152	5651925	2.76588109152	0.997847	0.996296	40865	270	32625035	28743338	87.8	0.31	753110	2.25	0.05	9.59	1663.876785	311364010	311918856	495567713	542867286	2158920	18.71	18.75	29.78	32.63	0.13	2182195	962957	44.13	|NZ_LMIE01000020.1|	39977	360560	0.0110519893166964	6	Apteryx australis mantelli	4	Buceros rhinoceros silvestris	351473	4031672	29342888	99.1791247531	98.0516371226	110527460	5637510	29662330	98.5097980177	96.8719210109	221242463	11216996	NA	NA	NA	unconverted	2.18495995386643	NA	NA	0.0871779747955687	1616	287	Z/251/10	African grey hornbill	Grautoko	Tockus nasutus	m	adult	20.05.2010	Heart	D	5	18,9	100	16.11.2016	NA	17	prepped	AK34	9.86	9	5	TruSeq LT Index 19	292	3	NA	NA	NA	NA	AGH_1_H_uc	NA	AK_uc_18	6	362	8	AGH	1
AGH_1_L	AGH_1_L	AGH	19078599	9962594	52.22	9660525	48.6584011588	54.4261586799	32796915	3293437	98.8992078793	0.009128	0.981751	29251	27180	19630076	10921303	36.67	18.96	168880	0.23	0.63	43.5	1001.133876	257246948	435017584	38531864	270226700	110780	25.7	43.45	3.85	26.99	0.01	2182195	1377382	63.12	|NZ_CBRG010000178.1|	17786	547222	0.0278826306652787	7	Apteryx australis mantelli	5	Gallus gallus	588185	2149874	8519735	1.14831227126	1.12323662478	27955196	2935435	8833643	1.05798211578	1.0941597897	53871382	5789031	2990812	2990812	2990812	converted	-3.02641702347842	90.811271021732	90.811271021732	0.273590452277668	1617	287	Z/251/10	African grey hornbill	Grautoko	Tockus nasutus	m	adult	20.05.2010	Liver	D	6	103,5	100	16.11.2016	NA	17	prepped	AK34	10.63	13	8	TruSeq LT Index 20	292	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AGH	1
AGS_1_H	AGS_1_H	AGS	22123834	19096500	86.32	18766655	35.0213943076	42.3514087196	73109051	2824190	97.5093511859	0.01929	0.984816	2592	1563471	24499766	19079541	38.52	39.35	267684	0.42	0.67	21.03	1249.488066	292813494	485166308	66494164	404840394	173706	23.43	38.83	5.32	32.4	0.01	886281	192493	21.72	|NZ_LMIE01000020.1|	87445	2323597	0.0950441893058869	11	Serinus canaria	10	Falco peregrinus	173364	1897456	16908848	1.84608349507	2.06823536273	55619782	2291572	17082249	1.85387776001	2.73020405766	103481093	4660727	2298605	2298605	2298605	converted	5.19723484172112	81.3898852414321	81.3898852414321	0.0913665455220042	1111	1097	Z/878/11	Asian glossy starling	Malaienstar	Aplonis panayensis	f	NA	16.09.2011	Heart	H	11	17,9	100	07.09.2016	NA	12	prepped	AK29	10.05	9	5	TruSeq LT Index 6	275	6	NA	NA	NA	NA	AGS_1_H_uc	NA	AK_uc_19	6	363	8	AGS	1
AGS_1_H	AGS_1_H_uc	AGS	14008760	12172846	86.89	12119616	96.9216994851	90.7015629747	51418620	2276683	5.59725873967	0.997772	0.993118	1795	7265	14390253	12780732	88.68	0.14	118500	0.72	0.11	10.36	733.902903	138084366	135633440	222835033	237098589	251475	18.82	18.48	30.36	32.31	0.03	886281	423217	47.75	|NZ_LMIE01000020.1|	59142	369694	0.0257099453830392	14	Ficedula albicollis	10	Serinus canaria	149730	1750346	11873781	98.9382546261	95.6063007889	44838322	2206046	11959168	98.1117814494	94.0110547072	95157473	4441536	NA	NA	NA	unconverted	-1.94454364826301	NA	NA	0.0855430869096739	1111	1097	Z/878/11	Asian glossy starling	Malaienstar	Aplonis panayensis	f	NA	16.09.2011	Heart	H	11	17,9	100	07.09.2016	NA	12	prepped	AK29	10.05	9	5	TruSeq LT Index 6	275	6	NA	NA	NA	NA	AGS_1_H_uc	NA	AK_uc_19	6	363	8	AGS	1
AGS_1_L	AGS_1_L	AGS	21324306	16150836	75.74	15856880	29.1850969414	46.7055233024	64271133	2397752	97.842474103	0.020903	0.98512	1196	657183	23585562	17492949	42.21	31.96	155574	0.16	0.5	25.17	1202.863662	293001774	458712708	54844677	396205571	98932	24.36	38.14	4.56	32.94	0.01	886281	348238	39.29	|NC_014735.1|	493675	2246433	0.095306006315712	12	Ficedula albicollis	6	Corvus cornix cornix	139552	1707636	14271482	1.18420770774	1.61425829974	48884370	2157533	14393415	1.11494267554	2.46038653601	86672804	4406590	2298605	2298605	2298605	converted	0.643467170879756	95.865001885099	95.865001885099	0.0817223342679587	1112	1097	Z/878/11	Asian glossy starling	Malaienstar	Aplonis panayensis	f	NA	16.09.2011	Liver	H	12	68,7	100	07.09.2016	NA	12	prepped	AK29	9.08	9	2	TruSeq LT Index 7	275	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AGS	1
AI_1_H	AI_1_H	AI	11413107	9680055	84.82	9484773	51.4363523374	46.7595023658	29186258	3062403	97.8544687633	0.008969	0.984963	892	697597	11835938	10153803	52.87	32.91	103691	0.42	0.45	13.34	603.632838	140719864	251468362	23234842	188092202	117568	23.31	41.66	3.85	31.16	0.02	1613649	759121	47.04	|NZ_ACEP01000098.1|	43261	413088	0.0349285752878943	154	Ovis canadensis canadensis	61	Bos taurus	194047	1634630	8734444	1.28969117056	2.00711133153	27002538	3163613	9019693	1.18208172796	2.2237227679	62843805	7175283	1718317.66666667	1078778	2636427	converted	-1.30107647738325	35.2265198277301	86.0901390182807	0.118710044474896	1101	743	CB/764/10	Alpine ibex	Steinbock	Capra	m	adult	28.12.2010	Heart	H	1	20,4	100	07.09.2016	NA	12	prepped	AK29	9.32	10	3	TruSeq LT Index 21	275	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AI	1
AI_1_L	AI_1_L	AI	16097085	10546559	65.52	10119536	54.9656660077	52.5415653599	28815942	3213615	97.2034358183	0.006004	0.984744	1499	1018597	16797349	10909677	45.11	19.84	161643	0.2	0.76	34.09	856.664799	223384041	361440053	30107006	241621115	112584	26.08	42.19	3.51	28.2	0.01	1613649	663574	41.12	|NZ_ACEP01000098.1|	109060	687778	0.0409759132803263	160	Ovis canadensis canadensis	72	Bos taurus	209643	1586933	8966125	1.26665284572	2.46706755421	26510178	3211716	9403742	1.11646447185	2.97323529885	62237422	7341099	1792237	1145590	2636427	converted	-0.275771644662754	35.6480163305187	82.0392921989722	0.132105766279988	1102	743	CB/764/10	Alpine ibex	Steinbock	Capra	m	adult	28.12.2010	Liver	H	2	60,6	100	07.09.2016	NA	12	prepped	AK29	9.92	9	5	TruSeq LT Index 22	275	6	NA	NA	NA	NA	AI_1_L_uc	NA	AK_uc_11	6	315	5	AI	1
